,true_SQL,qSQL,true_SQL_result,qSQL_result,equality
10,SELECT T1.name FROM Employee AS T1 JOIN Certificate AS T2 ON T1.eid  =  T2.eid JOIN Aircraft AS T3 ON T3.aid  =  T2.aid WHERE T3.distance  >  5000 GROUP BY T1.eid ORDER BY count(*) DESC LIMIT 1,"Assuming we have tables ""employees"" with columns ""name"" and ""salary"", ""certificates"" with column ""employee_id"", and ""aircrafts"" with columns ""certificate_id"" and ""distance"", the SQL query could look like this:  ```sql SELECT e.name, e.salary FROM employees e JOIN (     SELECT c.employee_id     FROM certificates c     JOIN aircrafts a ON a.certificate_id = c.id     WHERE a.distance > 5000     GROUP BY c.employee_id     ORDER BY COUNT(*) DESC     LIMIT 1 ) AS subquery ON e.id = subquery.employee_id; ```  This query first selects the employee who has the most certificates on aircrafts with a distance more than 5000, and then retrieves the name and salary of that employee. Please adjust the table and column names according to your database schema.",[['Lisa Walker']],[['Error']],FALSE
11,SELECT T1.name FROM Employee AS T1 JOIN Certificate AS T2 ON T1.eid  =  T2.eid JOIN Aircraft AS T3 ON T3.aid  =  T2.aid WHERE T3.distance  >  5000 GROUP BY T1.eid ORDER BY count(*) DESC LIMIT 1,"Assuming there is a table named ""employees"" with columns ""name"" and ""salary"", and another table named ""certificates"" with columns ""employee_id"" and ""plane_fly_range"", the SQL query could look like this:  ```sql SELECT e.name, e.salary FROM employees e JOIN (     SELECT c.employee_id, COUNT(*) as certificate_count     FROM certificates c     WHERE c.plane_fly_range > 5000     GROUP BY c.employee_id ) subq ON e.id = subq.employee_id ORDER BY subq.certificate_count DESC LIMIT 1; ```  This query first creates a subquery that counts the number of certificates for each employee where the plane_fly_range is more than 5000. It then joins this subquery with the employees table on the employee_id, orders the result by the certificate count in descending order, and finally limits the result to the top 1.",[['Lisa Walker']],[['Error']],FALSE
12,"SELECT lname ,  age FROM Student WHERE StuID IN (SELECT StuID FROM Has_allergy WHERE Allergy  =  'Milk' INTERSECT SELECT StuID FROM Has_allergy WHERE Allergy  =  'Cat')","SELECT last_name, age  FROM students  WHERE allergies LIKE '%milk%' AND allergies LIKE '%cat%';","[['Apap', 18], ['Lee', 17]]",[['Error']],FALSE
13,"SELECT lname ,  age FROM Student WHERE StuID IN (SELECT StuID FROM Has_allergy WHERE Allergy  =  'Milk' INTERSECT SELECT StuID FROM Has_allergy WHERE Allergy  =  'Cat')","SELECT last_name, age FROM students WHERE allergies LIKE '%milk%' AND allergies LIKE '%cat%';","[['Apap', 18], ['Lee', 17]]",[['Error']],FALSE
14,"SELECT fname ,  sex FROM Student WHERE StuID IN (SELECT StuID FROM Has_allergy WHERE Allergy  =  'Milk' EXCEPT SELECT StuID FROM Has_allergy WHERE Allergy  =  'Cat')","SELECT first_name, gender FROM students WHERE allergy = 'milk' AND allergy != 'cat';","[['Mark', 'M']]",[['Error']],FALSE
15,"SELECT fname ,  sex FROM Student WHERE StuID IN (SELECT StuID FROM Has_allergy WHERE Allergy  =  'Milk' EXCEPT SELECT StuID FROM Has_allergy WHERE Allergy  =  'Cat')","SELECT first_name, gender  FROM students  WHERE allergy = 'milk' AND pet_tolerance = 'cats';","[['Mark', 'M']]",[['Error']],FALSE
16,SELECT avg(age) FROM Student WHERE StuID IN ( SELECT T1.StuID FROM Has_allergy AS T1 JOIN Allergy_Type AS T2 ON T1.Allergy  =  T2.Allergy WHERE T2.allergytype  =  'food' INTERSECT SELECT T1.StuID FROM Has_allergy AS T1 JOIN Allergy_Type AS T2 ON T1.Allergy  =  T2.Allergy WHERE T2.allergytype  =  'animal'),"SELECT AVG(age)  FROM students  WHERE allergies IN ('food', 'animal');",[[Decimal('18.3333333333333333')]],[['Error']],FALSE
17,SELECT avg(age) FROM Student WHERE StuID IN ( SELECT T1.StuID FROM Has_allergy AS T1 JOIN Allergy_Type AS T2 ON T1.Allergy  =  T2.Allergy WHERE T2.allergytype  =  'food' INTERSECT SELECT T1.StuID FROM Has_allergy AS T1 JOIN Allergy_Type AS T2 ON T1.Allergy  =  T2.Allergy WHERE T2.allergytype  =  'animal'),SELECT AVG(age)  FROM students  WHERE allergies LIKE '%food%' AND allergies LIKE '%animal%';,[[Decimal('18.3333333333333333')]],[['Error']],FALSE
18,SELECT DISTINCT t3.policy_type_code FROM customers AS t1 JOIN customers_policies AS t2 ON t1.customer_id  =  t2.customer_id JOIN available_policies AS t3 ON t2.policy_id  =  t3.policy_id WHERE t1.customer_name  =  (SELECT t1.customer_name FROM customers AS t1 JOIN customers_policies AS t2 ON t1.customer_id  =  t2.customer_id GROUP BY t1.customer_name ORDER BY count(*) DESC LIMIT 1),SELECT policy_type  FROM policies  WHERE customer_id = (     SELECT customer_id      FROM policies      GROUP BY customer_id      ORDER BY COUNT(*) DESC      LIMIT 1 );,"[['Mortgage Insurance            '], ['Property Insurance            ']]",[['Error']],FALSE
19,"SELECT name ,  trade_name FROM medicine EXCEPT SELECT T1.name ,  T1.trade_name FROM medicine AS T1 JOIN medicine_enzyme_interaction AS T2 ON T2.medicine_id  =  T1.id JOIN enzyme AS T3 ON T3.id  =  T2.enzyme_id WHERE T3.product  =  'Protoporphyrinogen IX'","SELECT medicine_name, trade_name  FROM medicines  WHERE medicine_id NOT IN (     SELECT medicine_id      FROM medicine_enzyme_interactions      WHERE enzyme_id IN (         SELECT enzyme_id          FROM enzymes          WHERE product = 'Heme'     ) );","[['Aripiprazole', 'Abilify'], ['Olanzapine', 'Zyprexa'], ['Clozapine', 'Clozaril'], ['Remoxipride', 'Roxiam'], ['Blonanserin', 'Lonasen'], ['Asenapine', 'Saphris'], ['Lurasidone', 'Latuda'], ['Carpipramine', 'Prazinil'], ['Perospirone', 'Lullan'], ['Iloperidone', 'Fanapt'], ['Paliperidone', 'Invega'], ['Sertindole', 'Serdolect'], ['Melperone', 'Buronil'], ['Sulpiride', 'Sulpirid'], ['Risperidone', 'Risperdal'], ['Amisulpride', 'Solian'], ['Zotepine', 'Nipolept'], ['Clocapramine', 'Clofekton'], ['Mosapramine', 'Cremin'], ['Quetiapine', 'Seroquel']]",[['Error']],FALSE
20,"SELECT name ,  trade_name FROM medicine EXCEPT SELECT T1.name ,  T1.trade_name FROM medicine AS T1 JOIN medicine_enzyme_interaction AS T2 ON T2.medicine_id  =  T1.id JOIN enzyme AS T3 ON T3.id  =  T2.enzyme_id WHERE T3.product  =  'Protoporphyrinogen IX'","SELECT medicine_name, trade_name  FROM medicines  WHERE NOT EXISTS (     SELECT 1      FROM interactions      WHERE interactions.medicine_id = medicines.id      AND interactions.enzyme_product = 'Heme' );","[['Aripiprazole', 'Abilify'], ['Olanzapine', 'Zyprexa'], ['Clozapine', 'Clozaril'], ['Remoxipride', 'Roxiam'], ['Blonanserin', 'Lonasen'], ['Asenapine', 'Saphris'], ['Lurasidone', 'Latuda'], ['Carpipramine', 'Prazinil'], ['Perospirone', 'Lullan'], ['Iloperidone', 'Fanapt'], ['Paliperidone', 'Invega'], ['Sertindole', 'Serdolect'], ['Melperone', 'Buronil'], ['Sulpiride', 'Sulpirid'], ['Risperidone', 'Risperdal'], ['Amisulpride', 'Solian'], ['Zotepine', 'Nipolept'], ['Clocapramine', 'Clofekton'], ['Mosapramine', 'Cremin'], ['Quetiapine', 'Seroquel']]",[['Error']],FALSE
21,SELECT t1.pixels FROM screen_mode AS t1 JOIN phone AS t2 ON t1.Graphics_mode  =  t2.screen_mode WHERE t2.Accreditation_type  =  'Provisional' INTERSECT SELECT t1.pixels FROM screen_mode AS t1 JOIN phone AS t2 ON t1.Graphics_mode  =  t2.screen_mode WHERE t2.Accreditation_type  =  'Full',"SELECT screen_pixels  FROM phones  WHERE accreditation_type IN ('Full', 'Provisional')  GROUP BY screen_pixels  HAVING COUNT(DISTINCT accreditation_type) = 2;","[['640 _ 200'], ['160 _ 256'], ['320 _ 256']]",[['Error']],FALSE
22,SELECT T1.Country_name FROM country AS T1 JOIN match_season AS T2 ON T1.Country_id  =  T2.Country WHERE T2.Position  =  'Forward' INTERSECT SELECT T1.Country_name FROM country AS T1 JOIN match_season AS T2 ON T1.Country_id  =  T2.Country WHERE T2.Position  =  'Defender',SELECT DISTINCT country_name  FROM countries  WHERE country_id IN (     SELECT country_id      FROM players      WHERE position = 'forward' )  AND country_id IN (     SELECT country_id      FROM players      WHERE position = 'defender' );,[['United States']],[['Error']],FALSE
23,SELECT T1.Country_name FROM country AS T1 JOIN match_season AS T2 ON T1.Country_id  =  T2.Country WHERE T2.Position  =  'Forward' INTERSECT SELECT T1.Country_name FROM country AS T1 JOIN match_season AS T2 ON T1.Country_id  =  T2.Country WHERE T2.Position  =  'Defender',"SELECT DISTINCT country_name  FROM countries  JOIN players ON countries.id = players.country_id  WHERE players.position IN ('Forward', 'Defender');",[['United States']],[['Error']],FALSE
24,SELECT T2.apt_number FROM Apartment_Bookings AS T1 JOIN Apartments AS T2 ON T1.apt_id  =  T2.apt_id WHERE T1.booking_status_code  =  'Confirmed' INTERSECT SELECT T2.apt_number FROM Apartment_Bookings AS T1 JOIN Apartments AS T2 ON T1.apt_id  =  T2.apt_id WHERE T1.booking_status_code  =  'Provisional',SELECT apartment_number  FROM apartments  WHERE id IN (     SELECT apartment_id      FROM bookings      WHERE status_code = 'Provisional' )  AND id IN (     SELECT apartment_id      FROM bookings      WHERE status_code = 'Confirmed' );,"[['Apt. 859  '], ['Suite 693 '], ['Suite 749 ']]",[['Error']],FALSE
25,"SELECT T1.apt_number 
FROM Apartments AS T1 JOIN View_Unit_Status AS T2 ON T1.apt_id  =  T2.apt_id 
WHERE T2.available_yn  =  false  
INTERSECT 
SELECT T1.apt_number 
FROM Apartments AS T1 JOIN View_Unit_Status AS T2 ON T1.apt_id  =  T2.apt_id 
WHERE T2.available_yn  =  true","SELECT apartment_number  FROM apartments  WHERE unit_status IN (0, 1);","[['Apt. 411  '], ['Apt. 837  ']]",[['Error']],FALSE
26,"SELECT T1.id ,  T1.name FROM stadium AS T1 JOIN game AS T2 ON T1.id  =  T2.stadium_id JOIN injury_accident AS T3 ON T2.id  =  T3.game_id GROUP BY T1.id ORDER BY count(*) DESC LIMIT 1","SELECT stadium.id, stadium.name FROM stadium JOIN injury_accidents ON stadium.id = injury_accidents.stadium_id GROUP BY stadium.id ORDER BY COUNT(injury_accidents.id) DESC LIMIT 1;","[[10, 'Louisiana Superdome']]",[['Error']],FALSE
27,"SELECT T1.id ,  T1.name FROM stadium AS T1 JOIN game AS T2 ON T1.id  =  T2.stadium_id JOIN injury_accident AS T3 ON T2.id  =  T3.game_id GROUP BY T1.id ORDER BY count(*) DESC LIMIT 1","SELECT stadium.id, stadium.name FROM stadium JOIN injury_accidents ON stadium.id = injury_accidents.stadium_id GROUP BY stadium.id ORDER BY COUNT(injury_accidents.id) DESC LIMIT 1;","[[10, 'Louisiana Superdome']]",[['Error']],FALSE
28,SELECT T2.name FROM game AS T1 JOIN stadium AS T2 ON T1.stadium_id  =  T2.id JOIN injury_accident AS T3 ON T1.id  =  T3.game_id WHERE T3.player  =  'Walter Samuel' INTERSECT SELECT T2.name FROM game AS T1 JOIN stadium AS T2 ON T1.stadium_id  =  T2.id JOIN injury_accident AS T3 ON T1.id  =  T3.game_id WHERE T3.player  =  'Thiago Motta',"SELECT stadium_name  FROM Injuries  WHERE player_name IN ('Walter Samuel', 'Thiago Motta')  GROUP BY stadium_name  HAVING COUNT(DISTINCT player_name) = 2;",[['Bank of America Stadium']],[['Error']],FALSE
29,"SELECT count(DISTINCT T2.id) ,  count(DISTINCT T3.id) ,  T3.dept_name FROM department AS T1 JOIN student AS T2 ON T1.dept_name  =  T2.dept_name JOIN instructor AS T3 ON T1.dept_name  =  T3.dept_name GROUP BY T3.dept_name","SELECT department,         COUNT(DISTINCT CASE WHEN role = 'student' THEN id END) AS total_students,         COUNT(DISTINCT CASE WHEN role = 'instructor' THEN id END) AS total_instructors  FROM users  GROUP BY department;","[[1, 2, 'Biology'], [1, 4, 'Cybernetics'], [1, 4, 'English'], [1, 1, 'Finance'], [1, 6, 'Statistics']]",[['Error']],FALSE
30,"SELECT count(DISTINCT T2.id) ,  count(DISTINCT T3.id) ,  T3.dept_name FROM department AS T1 JOIN student AS T2 ON T1.dept_name  =  T2.dept_name JOIN instructor AS T3 ON T1.dept_name  =  T3.dept_name GROUP BY T3.dept_name","SELECT department,         COUNT(CASE WHEN role = 'student' THEN 1 END) AS students,         COUNT(CASE WHEN role = 'instructor' THEN 1 END) AS instructors  FROM users  GROUP BY department;","[[1, 2, 'Biology'], [1, 4, 'Cybernetics'], [1, 4, 'English'], [1, 1, 'Finance'], [1, 6, 'Statistics']]",[['Error']],FALSE
31,"SELECT T2.product_name ,  count(*) FROM Order_items AS T1 JOIN Products AS T2 ON T1.product_id  =  T2.product_id JOIN Orders AS T3 ON T3.order_id  =  T1.order_id GROUP BY T2.product_name","SELECT product_name, COUNT(DISTINCT customer_id) as number_of_customers FROM orders INNER JOIN products ON orders.product_id = products.product_id GROUP BY product_name;","[['TV', 1], ['Harry Potter 3', 4], ['Harry Potter 2', 1], ['Arts', 2], ['Learning English', 1], ['Harry Potter 4', 1], ['Fans', 1], ['Chocolate', 1], ['Hard Drive', 2], ['Beer Menus', 1]]",[['Error']],FALSE
32,SELECT T4.name FROM wedding AS T1 JOIN people AS T2 ON T1.male_id  =  T2.people_id JOIN people AS T3 ON T1.female_id  =  T3.people_id JOIN church AS T4 ON T4.church_id  =  T1.church_id WHERE T2.age  >  30 OR T3.age  >  30,SELECT church_name  FROM weddings  WHERE person_age > 30;,"[['Pure Church of Christ'], ['Church of Christ (Parrishite)']]",[['Error']],FALSE
33,"SELECT T1.theme ,  T2.name FROM exhibition AS T1 JOIN artist AS T2 ON T1.artist_id  =  T2.artist_id WHERE T1.ticket_price  >  (SELECT avg(ticket_price) FROM exhibition)","SELECT artists.name, exhibitions.theme FROM artists JOIN exhibitions ON artists.id = exhibitions.artist_id WHERE exhibitions.ticket_price > (SELECT AVG(ticket_price) FROM exhibitions);","[['Santa Claus', 'Vijay Singh'], ['Christmas stocking', 'John Daly'], ['Spring', 'Nick Price']]",[['Error']],FALSE
34,SELECT T3.name FROM exhibition_record AS T1 JOIN exhibition AS T2 ON T1.exhibition_id  =  T2.exhibition_id JOIN artist AS T3 ON T3.artist_id  =  T2.artist_id GROUP BY T3.artist_id HAVING avg(T1.attendance)  >  200,SELECT artist_name  FROM artists  WHERE (SELECT AVG(attendance) FROM exhibitions WHERE artists.artist_id = exhibitions.artist_id) > 200;,"[['Jeff Sluman'], ['Nick Price'], ['John Daly'], ['Vijay Singh']]",[['Error']],FALSE
35,"SELECT T1.title 
FROM item AS T1 JOIN review AS T2 ON T1.i_id  =  T2.i_id 
WHERE T2.rank  >  3 
INTERSECT 
SELECT T1.title 
FROM item AS T1 JOIN review AS T2 ON T1.i_id  =  T2.i_id 
GROUP BY T1.title 
HAVING avg(T2.rating)  >  5",SELECT name FROM items WHERE rank > 3 AND average_rating > 5;,"[['cup'], ['comb']]",[['Error']],FALSE
36,SELECT T1.name FROM accounts AS T1 JOIN checking AS T2 ON T1.custid  =  T2.custid WHERE T2.balance  >  (SELECT avg(balance) FROM checking) INTERSECT SELECT T1.name FROM accounts AS T1 JOIN savings AS T2 ON T1.custid  =  T2.custid WHERE T2.balance  <  (SELECT avg(balance) FROM savings),SELECT name  FROM accounts  WHERE checking_balance > (SELECT AVG(checking_balance) FROM accounts)  AND savings_balance < (SELECT AVG(savings_balance) FROM accounts);,"[['Weeks'], ['Granger'], ['Brown']]",[['Error']],FALSE
37,SELECT T2.balance FROM accounts AS T1 JOIN checking AS T2 ON T1.custid  =  T2.custid WHERE T1.name IN (SELECT T1.name FROM accounts AS T1 JOIN savings AS T2 ON T1.custid  =  T2.custid WHERE T2.balance  >  (SELECT avg(balance) FROM savings)),SELECT checking_balance  FROM accounts  WHERE savings_balance > (SELECT AVG(savings_balance) FROM accounts);,[[2000.0]],[['Error']],FALSE
38,"SELECT T1.name ,  T2.balance + T3.balance FROM accounts AS T1 JOIN checking AS T2 ON T1.custid  =  T2.custid JOIN savings AS T3 ON T1.custid  =  T3.custid WHERE T3.balance  >  (SELECT avg(balance) FROM savings)","SELECT name, (checking_balance + savings_balance) AS total_balance FROM accounts WHERE savings_balance > (SELECT AVG(savings_balance) FROM accounts);","[['Wang', 1000001999.0]]",[['Error']],FALSE
39,"SELECT T2.balance ,  T3.balance ,  T1.name FROM accounts AS T1 JOIN checking AS T2 ON T1.custid  =  T2.custid JOIN savings AS T3 ON T1.custid  =  T3.custid ORDER BY T2.balance + T3.balance DESC","SELECT name, checking_balance, savings_balance  FROM accounts  ORDER BY (checking_balance + savings_balance) DESC;","[[2000.0, 999999999.0, 'Wang'], [3000.0, 230000.0, ""O'mahony""], [10000.0, 200000.0, 'Brown'], [10000.0, 80000.0, 'Granger'], [7000.0, 60.0, 'Weeks'], [77.0, 240.0, 'Porter']]",[['Error']],FALSE
40,SELECT T3.name FROM web_client_accelerator AS T1 JOIN accelerator_compatible_browser AS T2 ON T2.accelerator_id  =  T1.id JOIN browser AS T3 ON T2.browser_id  =  T3.id WHERE T1.name  =  'CACHEbox' INTERSECT SELECT T3.name FROM web_client_accelerator AS T1 JOIN accelerator_compatible_browser AS T2 ON T2.accelerator_id  =  T1.id JOIN browser AS T3 ON T2.browser_id  =  T3.id WHERE T1.name  =  'Fasterfox',"SELECT browser_name  FROM browser_compatibility  WHERE software_name IN ('CACHEbox', 'Fasterfox')  GROUP BY browser_name  HAVING COUNT(DISTINCT software_name) = 2;","[['Firefox'], ['Internet Explorer']]",[['Error']],FALSE
41,SELECT T2.school_name FROM budget AS T1 JOIN school AS T2 ON T1.school_id  =  T2.school_id JOIN endowment AS T3 ON T2.school_id  =  T3.school_id GROUP BY T2.school_name HAVING sum(T1.budgeted)  >  100 OR sum(T3.amount)  >  10,SELECT name FROM schools WHERE total_budget > 100 OR total_endowment > 10;,"[['Culver Community'], ['Knox Community'], ['Bremen'], ['Glenn'], ['Jimtown']]",[['Error']],FALSE
42,SELECT count(*) FROM (SELECT school_id FROM endowment WHERE amount  >  8.5 GROUP BY school_id HAVING count(*)  >  1) as T,SELECT COUNT(DISTINCT school_id)  FROM schools  JOIN donations ON schools.school_id = donations.school_id  WHERE donations.amount < 8.5  GROUP BY schools.school_id  HAVING COUNT(DISTINCT donations.donator_id) > 1;,[[2]],[['Error']],FALSE
43,SELECT count(*) FROM building WHERE height_feet  >  (SELECT avg(height_feet) FROM building) OR floors  >  (SELECT avg(floors) FROM building),SELECT COUNT(*)  FROM buildings  WHERE height > (SELECT AVG(height) FROM buildings)  OR floors > (SELECT AVG(floors) FROM buildings);,[[4]],[['Error']],FALSE
44,SELECT T2.Name FROM phone_market AS T1 JOIN phone AS T2 ON T1.Phone_ID  =  T2.Phone_ID GROUP BY T2.Name HAVING sum(T1.Num_of_stock)  >=  2000 ORDER BY sum(T1.Num_of_stock) DESC,SELECT name  FROM phones  WHERE total_stocks > 2000  ORDER BY total_stocks DESC;,"[['IPhone 6s'], ['IPhone 5s'], ['IPhone X']]",[['Error']],FALSE
45,SELECT member_name FROM member EXCEPT SELECT T1.member_name FROM member AS T1 JOIN party_events AS T2 ON T1.member_id  =  T2.member_in_charge_id,SELECT member_name  FROM members  WHERE member_id NOT IN (SELECT member_id FROM events WHERE member_id IS NOT NULL);,"[['Hon Bruce Baird'], ['Mark Baker'], ['Hon Tony Abbott'], ['Peter Andren'], ['Hon Kim Beazley'], ['Hon Kevin Andrews'], ['Hon Arch Bevis'], ['Hon Fran Bailey']]",[['Error']],FALSE
46,"SELECT Employees.employee_name, count(*)
FROM Employees JOIN Circulation_History ON Circulation_History.employee_id = Employees.employee_id 
GROUP BY Employees.employee_name, Circulation_History.draft_number , Circulation_History.copy_number
ORDER BY count(*) 
DESC LIMIT 1;","SELECT employee.name, COUNT(circulation_history.id) AS number_of_documents FROM employee JOIN circulation_history ON employee.id = circulation_history.employee_id GROUP BY employee.name ORDER BY number_of_documents DESC LIMIT 1;","[['Kenyon', 1]]",[['Error']],FALSE
47,"SELECT T3.service_id ,  T4.Service_Type_Code 
FROM participants AS T1 
JOIN Participants_in_Events AS T2 ON T1.Participant_ID  =  T2.Participant_ID 
JOIN EVENTS AS T3 ON T2.Event_ID   =  T3.Event_ID 
JOIN services AS T4 ON T3.service_id  =  T4.service_id 
GROUP BY T3.service_id, T4.Service_Type_Code  
ORDER BY count(*) ASC LIMIT 1","SELECT service_id, type  FROM services  GROUP BY service_id, type  ORDER BY COUNT(participants) ASC  LIMIT 1;","[[6, 'Birth Proof    ']]",[['Error']],FALSE
48,SELECT campus FROM campuses WHERE LOCATION  =  'Northridge' AND county  =  'Los Angeles' UNION SELECT campus FROM campuses WHERE LOCATION  =  'San Francisco' AND county  =  'San Francisco',SELECT name FROM campuses WHERE (city = 'Northridge' AND state = 'Los Angeles') OR (city = 'San Francisco' AND state = 'San Francisco');,"[['California State University-Northridge'], ['San Francisco State University']]",[['Error']],FALSE
49,SELECT T1.campus FROM campuses AS T1 JOIN faculty AS T2 ON T1.id  =  T2.campus WHERE T2.year  =  2002 AND faculty  >  (SELECT max(faculty) FROM campuses AS T1 JOIN faculty AS T2 ON T1.id  =  T2.campus WHERE T2.year  =  2002 AND T1.county  =  'Orange'),SELECT campus_name  FROM Campus  WHERE number_of_faculties > ALL (SELECT number_of_faculties                                   FROM Campus                                   WHERE county = 'Orange'                                   AND year = 2002);,[['Long Beach State University']],[['Error']],FALSE
50,"SELECT T2.title ,  T2.director FROM Rating AS T1 JOIN Movie AS T2 ON T1.mID  =  T2.mID WHERE T1.stars  >  (SELECT avg(T1.stars) FROM Rating AS T1 JOIN Movie AS T2 ON T1.mID  =  T2.mID WHERE T2.director  =  'James Cameron')","SELECT title, director  FROM movies  WHERE star > (SELECT AVG(star) FROM movies WHERE director = 'James Cameron');","[['Snow White', None], ['Avatar', 'James Cameron']]",[['Error']],FALSE
51,"SELECT mID ,  avg(stars) FROM Rating WHERE mID NOT IN (SELECT T1.mID FROM Rating AS T1 JOIN Reviewer AS T2 ON T1.rID  =  T2.rID WHERE T2.name  =  'Brittany Harris') GROUP BY mID","SELECT movie_id, AVG(rating_star)  FROM reviews  WHERE reviewer_name != 'Brittany Harris'  GROUP BY movie_id;","[[101, Decimal('3.0000000000000000')], [104, Decimal('2.5000000000000000')], [107, Decimal('4.0000000000000000')], [106, Decimal('4.5000000000000000')]]",[['Error']],FALSE
